data,classificacao,tipo,noticia
31/08/2024,0,incêndios,"RJ tem alta de 160% em números de focos de incêndio diz Inpe Foram registrados 705 casos de janeiro a agosto deste ano No ano passado foram 271 ocorrências no mesmo período É o maior número dos últimos 18 anos"
31/08/2024,0,incêndios,"Com 68 mil focos de queimadas Brasil tem pior mês de agosto desde 2010 Número mais que dobrou na comparação com o ano passado Mais de 80% desses focos ocorreram na Amazônia e no Cerrado"
31/08/2024,0,secas,"Brasil enfrenta a maior seca da história diz órgão do governo federal Seca é a mais extensa e mais severa já vista no país superando a estiagem de 2015 segundo o Centro Nacional de Monitoramento de Desastres Naturais (Cemaden) Especialistas alertam que a estação seca ainda deve seguir até outubro e cenário deve piorar"
31/08/2024,0,mudanças climáticas,"Brasil terá nova onda de calor em setembro com possíveis recordes e temperatura além de 40ºC Climatempo diz que nova massa de ar quente e seco vai se estabelecer a partir de segunda (2) e período de calor deve ser prolongado Meteorologistas não descartam a possibilidade de novos recordes"
31/08/2024,0,mudanças climáticas,"Temperaturas voltam a subir no Sul e no Sudeste baixa umidade eleva risco de novas queimadas no CentroOeste Com volta do calor tempo deve ficar ainda mais seco Boa parte das capitais devem ter máximas acima dos 30°C até o fim de semana"
31/08/2024,1,preservação e conservação,"Empresários e economistas assinam pacto pela natureza Documento cita necessidade de reforço nas medidas de proteção à natureza e defende agenda econômica adaptada à nova realidade do clima"
31/08/2024,0,incêndios,"Incêndios em SP começaram em 90 minutos mais de 80% dos focos ocorreram em áreas de uso agropecuário aponta Ipam Análise do Instituto de Pesquisa Ambiental da Amazônia (Ipam) mostra que fumaça surgiu no intervalo de 90 minutos entre 10h30 e 12h de sextafeira (23) Podcast 'O Assunto' antecipou a informação em episódio que teve entrevista exclusiva com diretora do Ipam Ane Alencar"
31/08/2024,0,mudanças climáticas,"'Previsão do futuro' por que o Pacífico mais quente é um alerta para o mundo sobre o risco do avanço dos oceanos Relatório mostra que mar avançou 15 centímetros em 30 anos no Pacífico volume maior que a média global No entanto mar também está avançando mas em outras intensidades ao redor do mundo"
31/08/2024,0,mudanças climáticas,"Chefe da ONU emite alerta pela rápida elevação do Oceano Pacífico 'Catástrofe em escala mundial' Relatório da Organização Meteorológica Mundial revela que nível dos mares subiu 15 centímetros nos últimos 30 anos em partes do Pacífico Região é afetadas por emissões globais de CO2"
31/08/2024,0,incêndios,"Fumaça e fogo em números gráficos e mapas mostram tamanho da crise ambiental no país g1 recolheu dados e ouviu especialistas para explicar o contexto de cada episódio de queimada em diferentes regiões do Brasil"
31/08/2024,0,incêndios,"Com calor e baixa umidade previsão do tempo indica condições para que fumaça volte a cobrir parte do Brasil Cidades no centronorte são as que mais devem sofrem com possíveis novos focos de incêndio Falta de chuva deve contribuir para que cidades voltem a ser tomadas pela fumaça"
31/08/2024,0,crimes ambientais,"Ibama 100% das queimadas no Brasil são ação humana mas ainda não é possível falar em crime orquestrado Presidente do Ibama disse que em alguns estados há situações suspeitas como fogo sendo ateado de maneira uniforme ao longo de estradas País vive momento crítico de estiagem e fumaça se espalhando pelas cidades"
31/08/2024,1,políticas ambientais,"Deputados apresentam projeto para aumentar pena para quem provocar incêndios florestais Se proposta for aprovada tempo máximo de cadeia passa de 4 para 10 anos em casos de queimadas iniciadas propositalmente o que permite cumprimento em regime fechado"
31/08/2024,0,mudanças climáticas,"Mais da metade dos estados no país enfrenta o pior período de seca em 44 anos diz Cemaden Dados exclusivos mostram que de maio a agosto 16 estados e o Distrito Federal nunca enfrentaram uma estiagem tão severa desde os anos 80"
31/08/2024,0,incêndios,"Marina Silva diz que incêndios em SP são 'atípicos' e PF abre inquéritos para investigar queimadas Ministra do Meio Ambiente afirmou que há focos concomitantes no interior paulista no Pantanal e na Amazônia e relembrou 'dia do fogo' que assolou o Pará em agosto de 2019"
31/08/2024,0,incêndios,"'O fogo parece estar dentro de casa é difícil respirar' o impacto da fumaça das queimadas na saúde Segundo governo de São Paulo 46 municípios estão sendo monitorados e estão em alerta máximo para queimadas e pontos de fogo tiveram alta de 880% em relação a agosto de 2023"
31/08/2024,0,incêndios,"Com queimadas em diversas regiões Lula visita centro de monitoramento de incêndios florestais Fumaça de queimadas encobriu cidades como Brasília e Ribeirão Preto na manhã deste domingo Presidente do Ibama acionou PF para apurar possíveis casos de incêndios criminosos"
31/08/2024,0,incêndios,"Cidades pelo país amanhecem com céu encoberto por fumaça Queimadas e tempo seco explicam as nuvens de poeira e fuligem que dificultam a respiração em várias partes do país"
31/08/2024,0,mudanças climáticas,"Seca histórica do Rio Madeira é a pior em mais de 50 anos O rio está abaixo de 2 metros pior índice para agosto em 57 anos Pesquisadores e hidrólogos dizem que a tendência é que o rio continue baixando e ultrapassando mínimas históricas isso por conta da estiagem extrema que atinge Rondônia Ribeirinhos são os mais afetados pela seca  sem água encanada eles dependem de poços amazônicos que secaram com a chegada da estiagem"
31/08/2024,1,biodiversidade,"O gigantesco experimento com árvores antigas que renova esperança no combate às mudanças climáticas Estudo com carvalhos antigos revela que eles aumentam produção de madeira e ajudam a reter CO₂"
31/08/2024,1,biodiversidade,"Mais dois pandas nascem no Zoológico de Berlim Ursa panda dá à luz gêmeos pela segunda vez Em 2019 Meng Meng teve gêmeos chamados Pit e Paule os primeiros animais da espécie a nascer na Alemanha"
31/08/2024,0,poluição,"O Brasil sufocado pela fumaça A fumaça se soma à falta de chuvas uma estiagem que atinge diretamente mais de mil cidades brasileiras e torna o ar principalmente nas grandes cidades impossível de respirar"
31/08/2024,0,mudanças climáticas,"Ciclone deve trazer chuva e ventos de até 90 km/h para o Sul nesta quinta frente fria avança para o Sudeste no fim de semana Todo o estado do Rio Grande do Sul deve ter temporais Massa de ar frio deve quebrar bloqueio atmosférico que vem causando nova onda de calor no Brasil"
31/08/2024,0,incêndios,"Amazônia tem temporada recorde de queimadas corredor de fumaça se espalha e afeta 10 estados Com queimada recorde e muita fumaça ventos que deveriam trazer umidade da floresta estão na verdade carregando fumaça para o restante do país"
31/08/2024,0,desmatamento,"Brasil perdeu 33% das áreas naturais até 2023 aponta MapBiomas Amazônia é o bioma que mais sofreu com a redução de vegetação nativa nos últimos 39 anos Entre os principais fatores para a diminuição estão o aumento das áreas de pastagem e da agricultura"
31/08/2024,0,poluição,"De Manaus a Porto Alegre as imagens que mostram 'corredor' com fumaça de queimadas se espalhando pelo Brasil Maior parte da fumaça que chegou ao Sul do Brasil vem de incêndios na Bolívia e no Sul da Amazônia brasileira diz MetSul"
31/08/2024,0,poluição,"Partículas de tipos diferentes de plásticos são achados no sêmen de homens diz pesquisa Pesquisa encontrou vários tipos de microplástico no líquido seminal e alerta sobre até onde as partículas podem percorrer pelo corpo e quais os riscos"
31/08/2024,0,poluição,"Pesquisa detecta microplástico em praias Paiva Porto de Galinhas Boa Viagem e Tamandaré têm resíduos na areia e em animais marinhos Estudo mostrou que poluição da bacia do Rio Jaboatão é responsável por maior concentração no Paiva Indústria têxtil e falta de tratamento de esgoto estão entre fatores que contribuem para o problema"
31/08/2024,0,mudanças climáticas,"Rio de Janeiro Curitiba Goiânia e Florianópolis batem recorde de frio no ano aponta Inmet Capitais registraram as menores temperaturas nesta terçafeira (13)"
01/08/2024,0,mudanças climáticas,"Maior frente fria do ano leva frio ao Acre e promete ondas de até 4 metros no Sudeste Na cidade de São Paulo as medições do Inmet registraram 7º C neste domingo (11) a menor temperatura na cidade desde 20 de maio de 2022"
01/08/2024,0,mudanças climáticas,"Com mínimas abaixo dos 10°C ao menos 5 capitais devem ter recorde de frio no fim de semana Regiões do Sul e do Sudeste podem ter geada Frio devem avançar por todo o país chegando até a região Norte"
01/08/2024,0,mudanças climáticas,"Julho de 2024 foi o segundo mais quente da história aponta observatório europeu Observatório afirma que é cada vez mais provável que 2024 seja o ano mais quente já registrado"
01/08/2024,0,mudanças climáticas,"Dupla foto de férias dá dimensão da destruição das geleiras Aumento das temperaturas está derretendo glaciares em todo o mundo O dado não é novo mas imagens de um casal britânico na Suíça são prova dramática de como a situação climática se agravou em apenas 15 anos"
01/08/2024,0,desmatamento,"Inpe alertas de desmatamento caem 45% na Amazônia e batem recorde no Cerrado Taxa é referente à temporada de 12 meses de agosto de 2023 a julho de 2024 Na Amazônia número deste ano é o menor de toda a série histórica do bioma 431476 km² Já o Cerrado teve um recorde de desmate nessa última temporada 7015 km² de alertas"
01/08/2024,0,desmatamento,"Como o consumo no Brasil afeta o desmatamento da Amazônia Demanda nacional por produtos agropecuários está no centro do problema diz estudo saiba mais"
01/08/2024,0,biodiversidade,"Terra Yanomami teve 74 mortes no primeiro trimestre aponta Ministério da Saúde Dados do novo informativo do governo federal mostram redução de 33% nos óbitos em comparação ao mesmo período do ano passado"
01/08/2024,1,preservação e conservação,"Como os sons dos animais auxiliam na preservação do Pantanal Os pesquisadores estão espalhando ao longo da Serra do Amolar gravadores A cada 20 minutos o aparelho faz a captação acústica do ambiente"
01/08/2024,1,incêndios,"Como a inteligência artificial ajuda no combate a incêndios na 'região intocável' do Pantanal O algoritmo é treinado para identificar o menor sinal de fumaça na Serra do Amolar O sistema entrou em funcionamento após a tragédia de 2020"
01/08/2024,1,biodiversidade,"O raiox que revela anatomia de inseto que viveu há meio bilhão de anos Um dos primeiros ancestrais dos insetos modernos aranhas e caranguejos modernos a larva de 'Youti yuanshi' de tamanho milimétrico está quase perfeitamente preservada"
01/08/2024,0,crimes ambientais,"Memes 'fofos' e figurinhas de macacos escondem maustratos apontam entidades Vídeos de macacos agindo como humanos com roupas escondem na verdade exploração dos animais retirada sob violência de seus habitats e maustratos apontam relatório"
01/08/2024,0,mudanças climáticas,"Frio extremo na Patagônia argentina congela animais entenda fenômeno Onda de frio incomum em julho foi a segunda em três meses na região mas não muda tendência de aquecimento global dizem cientistas"
01/08/2024,0,desastres,"Após alta de mortes governo suspende boletim sobre óbitos na Terra Yanomami Apagão de dados começou no início do ano 12 meses após o início da operação e com a divulgação de imagens que mostravam que o cenário na TI ainda era de mortes fome e invasão do garimpo"
01/08/2024,0,incêndios,"A origem criminosa dos incêndios no Pantanal Com base em imagens de satélite o Ministério Público de Mato Grosso do Sul identificou 12 imóveis rurais que foram à origem de queimadas que se alastraram por mais de 177 fazendas"
01/08/2024,0,poluição,"Qual o efeito da cocaína nos tubarões contaminados no Rio de Janeiro Entenda Pesquisa inédita encontrou resquícios de cocaína em tubarões no Rio de Janeiro Especialistas alertam para efeitos na saúde dos animais como no desenvolvimento e procriação"
01/08/2024,0,incêndios,"Carcaças de dezenas de animais queimados pelo fogo são encontradas no Pantanal 'Parece uma reprise de 2020' O Profissão Repórter acompanhou o trabalho das equipes de resgate e monitoramento ambiental com veterinários e biólogos que saem a campo para ajudar as diversas espécies que vivem por lá"
01/08/2024,1,biodiversidade,"Chimpanzés se comunicam com gestos semelhantes aos humanos mostra estudo Embora se expressem através de gestos em vez de palavras esses primatas mantêm uma mesma estrutura comunicativa que nós revelou um estudo da Universidade de St Andrews no Reino Unido"
01/08/2024,0,secas,"Brasil tem mais de mil cidades em situação de seca extrema ou severa confira a situação onde você mora Dados são do Cemaden ligado ao governo federal Segundo especialistas Brasil não conseguiu se recuperar da seca de 2023 e estiagem está mais intensa e extensa pelo país"
01/08/2024,0,incêndios,"Pantanal mais devastador que o de 2020 incêndio afeta animais e moradores VÍDEOS e FOTOS O incêndio que consome o Pantanal já superou a marca de 2020 ano recorde de queimadas na região Neste ano 770 mil hectares foram destruídos o que representa um aumento de 2400% em relação ao primeiro semestre de 2023"
01/08/2024,1,desmatamento,"Amazônia tem primeiro semestre com menor desmatamento em áreas protegidas dos últimos 10 anos aponta Imazon Na Amazônia Legal queda na devastação foi de 36% em relação ao mesmo período do ano passado Resultado é o melhor desde 2017"
01/08/2024,0,poluição,"Em Calçoene o maior contaminador do solo são os resíduos da pesca aponta dados Município firmou parceria com uma empresa para destinação correta do material Plano de resíduos sólidos foi discutido nesta terçafeira (23) durante encontro na capital"
01/08/2024,0,poluição,"Cocaína encontrada em tubarões no RJ  vem da urina de usuários diz pesquisa Pesquisa inédita recolheu tubarões na zona oeste do Rio de Janeiro e descobriu cocaína em seus músculos e fígado"
01/08/2024,0,mudanças climáticas,"Mundo registra o dia mais quente já visto segundo observatório europeu Junho é o décimo terceiro mês consecutivo de recordes de calor na Terra Além disso o mês é o mais quente já registrado globalmente"
01/08/2024,0,poluição,"Pesquisa inédita encontra cocaína em tubarões no Rio de Janeiro Pesquisa analisou 13 tubarões e encontrou resquício da droga em todos os animais analisados"
01/08/2024,1,biodiversidade,"Filhote de boto ameaçado de extinção é descoberto em meio a grupo de animais que interage com turistas no PA VÍDEO Mamífero tem um mês de vida e foi observado junto à mãe próximo ao Mercado Municipal de Mocajuba região nordeste do Pará Neste lugar os botos surgem como atrativo para o turismo na região"
01/08/2024,1,biodiversidade,"A espécie de crocodilo que voltou da beira da extinção A eclosão de 60 ovos é um recorde para a espécie que chegou a ser considerada extinta até ser redescoberta nos anos 2000"
01/08/2024,1,preservação e conservação,"Ninho artificial conheça inovação que tem ajudado a preservar espécie de papagaio Em meio à vegetação uma estrutura metálica semelhante a uma chaminé é fixada nas árvores abrigando um tesouro portoriquenho"
01/08/2024,1,biodiversidade,"Uma das espécies de cágado mais ameaçadas do mundo é encontrada no ES Animal foi encontrado em floresta em Cachoeiro de Itapemirim no Sul do Espírito Santo Uma das causas que levaram à ameaça da espécie Ranacephala hogei é o aumento dos desmatamentos próximo a rios"
01/08/2024,1,políticas ambientais,"Justiça Federal determina bloqueio de R$ 292 mi de pecuarista para compensar desmatamento É o maior valor já solicitado pela AdvocaciaGeral da União (AGU) em uma ação por dano climático Compensação se refere a desmatamento feito entre 2003 e 2016 no Amazonas"
01/08/2024,0,crimes ambientais,"Após cortar árvore de 140 anos três  pessoas são presas em Laranjal do Jari interior do AP Suspeitos realizavam cortes ilegais de árvores do tipo Angelim Vermelho para a produção de carvão"
01/08/2024,0,biodiversidade,"Drone flagra baleia com nadadeiras imobilizadas por rede de pesca no ES 'cena triste' diz ambientalista Thiago Ferrari do Projeto Amigos da Jubarte disse que as redes impedem os animais de respirar e se alimentar adequadamente levandoos à morte por asfixia ou inanição"
01/08/2024,0,mudanças climáticas,"Extremos climáticos afetam saúde respiratória dos bebês Fiocruz comprovou que os extremos climáticos estão afetando a saúde respiratória dos bebês"
02/07/2024,0,incêndios,"Área atingida pelo fogo mais que dobra no 1º semestre diz MapBiomas Dados do Monitor do Fogo mostram que cerca de 448 milhões de hectares foram queimados entre janeiro e junho de 2024 um crescimento de 119% em relação ao mesmo período ano anterior Amazônia foi o bioma que mais queimou"
02/07/2024,0,incêndios,"Após pedido de entidades governo muda regra para permitir aviões estrangeiros em combate a fogo florestal Mudança foi determinada por meio de medida provisória e já está valendo Marina Silva ministra do Meio Ambiente afirmou que no momento a ajuda não é necessária mas que é importante agir com precaução"
02/07/2024,1,incêndios,"Operação no Pantanal conseguiu extinguir 55% dos focos de incêndio diz Marina Silva Segundo o governo dos 54 focos de incêndio registrados na região até 7 de julho 30 foram extintos mas ainda há 24 incêndios ativos dos quais 13 controlados"
02/07/2024,1,sustentabilidade,"Regulação de hidrogênio verde com energia limpa avança no Congresso entenda como deve funcionar Ideia do hidrogênio como combustível é ser mais sustentável e mais amigável ao meio ambiente Mas Senado alterou texto para permitir que a produção solte um pouco a mais de carbono na atmosfera o que é  poluente"
02/07/2024,0,secas,"Por que Amazônia virou 'barril de pólvora' e queimadas batem recordes Estação seca do ano passado se estendeu ao mesmo tempo em que a temporada seca deste ano foi adiantada criando um cenário propício para o fogo se alastrar"
02/07/2024,1,mudanças climáticas,"Frente fria derruba temperaturas no CentroSul nesta terça (9) SP deve ter a menor máxima do ano Massa de ar polar vinda da Argentina deve continuar baixando ainda mais as temperaturas nos estados do Sul Sudeste e CentroOeste Em São Paulo (SP) a temperatura máxima desta terça deve ser de 16°C possivelmente a menor máxima do ano"
02/07/2024,0,poluição,"O crescente impacto ambiental dos cruzeiros marítimos que vão bater recorde em 2024 Um grande navio de cruzeiro pode consumir até 304593 litros de combustível marítimo por dia segundo uma análise da Universidade do Colorado em Boulder nos Estados Unidos Os combustíveis marítimos são variantes dos combustíveis fósseis geradores de emissões e por isso têm alta pegada de carbono"
02/07/2024,0,mudanças climáticas,"Nova frente fria deve causar geada no Sul CentroOeste e Sudeste devem ter mudança de tempo no início da próxima semana Massa de ar polar vinda da Argentina deve baixar as temperaturas nos estados do Sul No Sudeste e CentroOeste a previsão segue semelhante ao observado nos últimos dias com tempo seco"
02/07/2024,1,políticas ambientais,"Senado conclui aprovação de marco que inclui hidrogênio verde na matriz energética brasileira Projeto prevê benefícios ficais a empresas que produzirem hidrogênio com menos emissão de carbono Alternativa serve para substituir combustíveis fósseis em veículos e na fabricação de fertilizantes"
02/07/2024,0,desastres,"Com mais força que o previsto furacão Beryl chega à Jamaica após deixar 9 mortos no Caribe Fenômeno é o primeiro na categoria 5 a atingir o Caribe em um mês de junho Furacão ganhou intensidade em pouco tempo caiu para a categoria 4 na tarde desta quarta (3) mas ainda tem ventos de mais de 220 km/h"
02/07/2024,0,crimes ambientais,"12 fazendeiros serão investigados por focos de incêndio no Pantanal aponta Ministério Público Ministério Público identificou por satélite focos das chamas e identificou fazendas Investigação vai apurar se houve incêndio criminoso"
02/07/2024,0,desastres,"Com mais força que o previsto furacão Beryl chegará à Jamaica nas próximas horas após deixar 7 mortos no Caribe Fenômeno é o primeiro na categoria 5 a atingir o Caribe em um mês de junho Furacão ganhou intensidade em pouco tempo caiu para a categoria 4 na tarde desta quarta (3) mas ainda tem ventos de mais de 225 km/h"
02/07/2024,0,incêndios,"Marina diz que PF investiga 18 focos do incêndio no Pantanal maioria fica em propriedades privadas O primeiro semestre de 2024 foi o mais devastador para o Pantanal em toda a série de registros De acordo com a ministra a PF abriu inquérito e investiga as possíveis origens dos incêndios"
02/07/2024,0,incêndios,"Queimadas no 6º ano sem cheias podem deixar danos irreversíveis no Pantanal alerta Ibama Para Rodrigo Agostinho a seca deve durar até o fim do ano Ele afirma ainda que a meta tem que ser acabar com o desmatamento no bioma"
02/07/2024,1,mudanças climáticas,"Brasil registra menor temperatura do ano com 72°C em Urupema em Santa Catarina Frio intenso era esperado para este domingo após chegada de frente fria no CentroSul do país"
02/07/2024,1,poluição,"Dinamarca será o primeiro país a tributar emissão de gases por vacas e porcos O objetivo é reduzir em 70% as emissões dinamarquesas de gases do efeito estufa em relação aos níveis registrados entre 1990 e 2030"
02/07/2024,0,secas,"Pantanal teve queda de mais de 60% na superfície de água em 2023 aponta MapBiomas Levantamento analisou área coberta por água em todo o país Nacionalmente rios e reservatórios de água tiveram uma queda de 15% em relação à média histórica"
02/07/2024,0,secas,"Seca no Amazonas aumenta queimadas no Pantanal e leva estiagem pelo Brasil entenda Todo o território nacional depende da umidade que é gerada na região e depois é empurrada pelo país"
02/07/2024,0,incêndios,"Governo reúne sala de crise sobre incêndios no Pantanal 'Sabíamos que este ano seria severo' diz Marina Ministra do Meio Ambiente também informou que atuação de órgão ambientais foi reforçada no Pantanal Mais de 600 mil hectares foram consumidos pelo fogo no bioma neste ano"
02/07/2024,1,sustentabilidade,"O dilema da Espanha por produzir 'excesso' de energia com fontes renováveis A Espanha agora estuda se deve armazenar eletricidade ou aumentar a demanda para resolver o excesso de oferta"
02/07/2024,0,incêndios,"Combate a incêndios teve corte de verba e órgãos ambientais conseguem mais dinheiro após queimadas no Pantanal Corte foi feito pelos parlamentares na votação do Orçamento de 2024 governo autorizou valor extra para ICMBio e Ibama após a diminuição de recursos"
02/07/2024,0,incêndios,"Estudo mostra que 1 a cada 4 hectares de terra pegou fogo no Brasil nos últimos 40 anos Mais de dois terços da área afetada pelo fogo no Brasil estavam em locais de vegetação nativa Juntos o Cerrado e a Amazônia concentraram cerca de 86% da área queimada pelo menos uma vez no Brasil"
02/07/2024,1,crimes ambientais,"BNDES destina R$ 3185 milhões do Fundo Amazônia para projeto de segurança pública no bioma Investimento será destinado para ações de combate ao crime organizado nos estados da Amazônia O plano prevê investimento total de R$ 12 bilhão"
02/07/2024,1,tecnologia e inovação,"A engenhosa solução de um paraíso turístico para salvar seu recife de corais Corais ao redor de ilha estão ameaçados mas autoridades e moradores locais encontraram uma possível solução criativa"
02/07/2024,0,crimes ambientais,"Homem é preso por caçar em área de preservação próxima ao Parque do Tumucumaque no AP Espécies em preservação eram caçadas na região como antas e pacas Homem foi preso pela Polícia Civil no município de Serra do Navio no interior do Amapá após denuncia anônima"
02/07/2024,1,preservação e conservação,"Após estudos manguezal destruído por mudanças climáticas começa a ser reflorestado em Aracruz no ES Projeto realizado pela Universidade Federal do Espírito Santo (Ufes) em parceria com a Prefeitura de Aracruz e outras 13 universidades pretende recuperar cerca de 200 hectares dos 500 que foram destruídos"
02/06/2024,1,tecnologia e inovação,"Radar que cobre 100% do céu e maior bacia do estado monitorada ao vivo a estratégia de SC para reduzir desastres naturais Após cerca de 150 mortes e R$ 92 bilhões perdidos em tragédia de 2008 estado montou centro de gerenciamento de riscos comprou radares meteorológicos e instalou estações hidrológicas com transmissão de dados em tempo real em toda a Bacia do Itajaí"
02/06/2024,1,tecnologia e inovação,"Saiba como vai funcionar o 1º satélite geoestacionário produzido no Brasil para monitorar eventos climáticos extremos Previsão é que satélite seja lançado até 2030 com investimento de pelo menos R$ 5 bilhões"
02/06/2024,0,preservação e conservação,"Onçaspintadas estão sendo 'expulsas' da Mata Atlântica pela ação humana mostra estudo Cada vez mais raras as únicas onças encontradas pelos pesquisadores estão 'fugindo' e se refugiando em pontos mais altos remotos e distantes da presença humana em uma parte da floresta que vem sendo chamada por ambientalistas de Grande Reserva Mata Atlântica"
02/06/2024,0,mudanças climáticas,"Mundo tem o 12º mês consecutivo de recorde de calor e temperatura global anual deve ultrapassar 15°C Estamos jogando roleta russa com nosso planeta definiu o secretáriogeral da ONU António Guterres"
02/06/2024,0,preservação e conservação,"Principais avenidas mostram como Salvador perdeu áreas verdes para construções avalia ambientalista confira antes e depois Coordenador do Meio Ambiente da Ufba aponta impacto da supressão da vegetação na cidade Qualidade de vida é prejudicada"
02/06/2024,0,poluição,"Tóxico e ilegal contrabando garante até 185 toneladas de mercúrio para extrair ouro no Brasil em 5 anos De 2018 a 2022 produção de ouro em garimpos subiu No entanto importação de mercúrio metal necessário para a atividade diminuiu Estudo traçou rota do mercúrio no país"
02/06/2024,1,tecnologia e inovação,"Como a 'tecnologia' do filtro de barro está ajudando a combater o calor extremo No calor escaldante do verão da Índia a antiga prática de resfriar a água em potes de barro está inspirando novas tendências  desde torres de resfriamento até telas para edifícios"
02/06/2024,0,secas,"Da cheia histórica à seca 'antecipada' baixo nível do Rio Acre acende alerta sobre possível novo evento climático extremo em menos de 1 ano Acre vivenciou enchentes que atingiram mais de 100 mil habitantes entre fevereiro e março e atualmente Rio Acre registra níveis abaixo do comum para o período Especialistas explicam os motivos para o baixo nível das águas"
02/06/2024,0,mudanças climáticas,"Caos climático gráficos mostram que efeitos do aquecimento global estão mais intensos em 2024 entenda Diversos recordes climáticos estão sendo quebrados consecutivamente desde junho do ano passado Veja como visualizações de dados ajudam a entender esse cenário inédito"
02/06/2024,0,mudanças climáticas,"Onda de calor leva termômetros a mais de 50°C no Paquistão País enfrenta onda de calor há pelo menos dez dias Centenas de pessoas estão sendo tratadas com insolação e governo pediu que moradores de regiões afetadas evitem sair de casa"
02/06/2024,0,mudanças climáticas,"Brasil teve quase três meses a mais de calor por causa da crise do clima nos últimos 12 meses aponta relatório Pesquisa analisou o calor extremo em mais de 160 países e aponta que no Brasil foram 83 dias nessas condições"
02/06/2024,1,desmatamento,"Desmatamento no Brasil cai 116% em 2023 aponta MapBiomas De janeiro a dezembro de 2023 foram derrubados 1829597 hectares de vegetação nativa no país Em 2022 taxa estava acima dos 2 milhões de hectares Amazônia e Cerrado representaram mais de 85% da área desmatada"
02/06/2024,0,crimes ambientais,"Operação da Polícia Civil identifica 25 pontos de desmatamento ilegal em Porto Grande no AP Na 'Operação Protetor dos Biomas' também foram apreendidas armas e munições Ação busca investigar desmatamento e transporte ilegal de produtos florestais e animais silvestres Ninguém foi preso"
02/06/2024,1,poluição,"Captura de carbono como transformar ar em combustível limpo Pesquisadores avançam no desenvolvimento do metanol verde combustível promissor à base de CO2 Além de ser usado na indústria ele poderá em breve abastecer carros e navios"
02/06/2024,1,sustentabilidade,"Uber vai lançar categoria que permite solicitar apenas carro híbrido e elétrico no Brasil Estreia da modalidade Uber Green foi anunciada pelo CEO da Uber durante um evento em São Paulo que comemorou os 10 anos da empresa no país Ela estará disponível para os usuários 'nos próximos meses'"
02/06/2024,1,desastres,"Desastres naturais 15% das estações de monitoramento de rios no Brasil mandam dados em tempo real Ferramenta é considerada fundamental para alertar população sobre risco de inundações aponta o Centro Nacional de Monitoramento e Alertas de Desastres Naturais (Cemaden) No Rio Grande do Sul são 25%"
02/06/2024,0,mudanças climáticas,"Macacos caem mortos das árvores devido ao calor no México No dia 9 de maio nove cidades do país tiveram temperaturas recordes Em Ciudad Victoria marcouse o recorde de 47ºC"
02/06/2024,0,mudanças climáticas,"Com La Niña e bloqueios inverno de 2024 deve ter mais dias com calor até 3°C acima da média veja prognóstico Apesar de períodos mais frios meteorologistas preveem uma incidência maior de dias mais quentes com cerca de 2 a 3 graus acima da média Entenda como o fim do El Niño está por trás dessas mudanças"
02/06/2024,0,desmatamento,"Desmatamento na Mata Atlântica cai 27% no país em 2023 mas aumenta na  transição para Cerrado e Caatinga Atlas da Mata Atlântica aponta que área desmatada entre janeiro e dezembro do ano passado foi de 14697 hectares no país em 2022 foram 20075 hectares Segundo o Sistema de Alertas de Desmatamento Mata Atlântica entre 2022 e 2023 desflorestamento cresceu em áreas de transição de biomas"
02/06/2024,1,biodiversidade,"Maior morcego das Américas é registrado por pesquisadores em caverna do Amapá 'Vampyrum spectrum' foi fotografado no município de Tartarugalzinho Espécie carnívora pode atingir um metro de envergadura"
02/06/2024,0,políticas ambientais,"País perdeu R$ 485 bilhões com desastres naturais em 11 anos verba para prevenção caiu no período Dados mostram perda entre 2012 e 2023 com a crescente no número de desastres Especialistas apontam que prejuízo bilionário poderia ser evitado se governos investissem em adaptação às mudanças climáticas"
02/06/2024,0,mudanças climáticas,"Nova frente fria causa temporais em SC e no PR RS deve ter céu nublado e chuvas isoladas neste sábado Norte do estado gaúcho deve registrar os maiores acumulados de chuva Santa Catarina e Paraná têm previsão de temporais com o avanço da frente fria"
02/06/2024,0,mudanças climáticas,"Nova frente fria intensifica chuvas no RS Sudeste volta a registrar altas temperaturas com nova onda de calor Norte do estado deve registrar os maiores acumulados de chuva Santa Catarina e Paraná também têm previsão de temporais com o avanço da frente fria"
02/06/2024,0,desmatamento,"Sai mata entra soja como desmatamento no Rio Grande do Sul pode ter agravado inundações Perda de vegetação nativa e substituição por soja florestas 'artificiais' e urbanização ao longo de décadas pode ter contribuído para a intensificação das inundações que assolam o estado apontam cientistas"
02/06/2024,1,sustentabilidade,"'Dinheiro não é tudo na vida' produtor transforma região devastada em paraíso ambiental no ES Com propriedade localizada no interior de Santa Teresa na Região Serrana do Espírito Santo o produtor Gilson Mansur se tornou um exemplo de consciência ambiental com práticas sustentáveis para a recuperação de nascentes da fauna e flora da Mata Atlântica"
02/06/2024,1,mudanças climáticas,"Comissão do Senado aprova diretrizes para plano de adaptação do país às mudanças climáticas Com aprovação pela CCJ proposta volta para a pauta do plenário principal do Senado de onde foi retirada após pressão da oposição nesta terça"
02/06/2024,0,desastres,"Temporais no RS entenda como o relevo de Porto Alegre e as 'marés de tempestade' travam escoamento 447 municípios foram atingidos pelo desastre climático que causa chuvas intensas e alagamentos no Rio Grande do Sul Tragédia causou 147 mortes e deixou 127 feridos até a manhã desta segundafeira"
